ID,Screen_Name,No_Tweets,No_Followers,Type
2283900457,GatormanRick77,41,11,Layman
1163330624343556097,dl_galkin,1,1,Layman
1161366000216023041,XuefengJiang1,0,0,Layman
888079627742314496,emasud23,3,3,Layman
1925570388,nunn_j,0,12,Layman
924358674,PamelaSepik,20,12,Layman
1662606074,khirscher,2,4,Layman
724402302719791109,NommensenKristy,82,5,Layman
1163107583948918785,atheistjane,76,124,Expert
2429292812,MatthewFreund1,0,7,Layman
3986153957,yourboiEvan,2434,696,Expert
587913023,WoodleaGal,297,30,Layman
65921545,Jjopes,466,60,Layman
1153415824193069057,jemslow3,0,1,Layman
1461994596,sanchezgermann,38,29,Layman
27360017,Linda0704,33,17,Layman
3346515693,MikeMiller312,1,3,Layman
1163134616577822720,tbpayne2,0,8,Layman
1163105850929668097,WeiQian49219121,0,0,Layman
2889342558,chad_coates8,510,91,Layman
2167979832,TonyJaccaci,2213,618,Expert
812152223140560898,bballer_437,894,98,Layman
3213803301,NolanNNHS,1,36,Layman
2905468837,Anika_Walke,155,150,Expert
843513270837243904,phukjieww,15845,0,Layman
1014410516,steve_ott_72,15,9,Layman
1151509987753103361,UTLegalClinic,30,57,Layman
3225725619,mom2dog2,17,0,Layman
3309808829,MiriamElman,21706,2808,Celebrity
711691411964317696,DarcieMattec38,10,26,Layman
1158374186735284224,mandylockss,0,0,Layman
293449826,jenfisher21,13,19,Layman
1162895027833638913,maggiebgg,0,1,Layman
1162807196788432897,b19926491424,0,0,Layman
1049868910974181378,Big_Paul_Sr,522,225,Expert
1849461656,rushmegup03,57,19,Layman
4441167027,stacysmallfield,20,14,Layman
411966525,Kathyweaver1010,484,18,Layman
778967426,LightningJ55,15,15,Layman
2320682489,sara_katz,32,26,Layman
1162765596406272002,NERothfuss,3,7,Layman
4107301282,sam_m_122,687,474,Expert
1454771832,akatpatel,1,9,Layman
1084047483439931392,MiyaraShoval,42,86,Layman
76947517,Katknews,5311,1839,Celebrity
1162677709484503042,2heUluYJkFWVQiO,5,0,Layman
718668827643351040,irene970405,0,3,Layman
210891259,stjude95,768,17,Layman
804007824,persephonenurse,2168,775,Expert
766050954580004864,Jr2SHCounselors,320,197,Expert
796403374778384384,LisaMur29606334,4398,97,Layman
752955807512272896,Robert75346236,4,4,Layman
871242924280905728,JoshShoemaker_,2,5,Layman
1162471778226200577,WustlMAPS,0,3,Layman
860550249475186688,mmmmskyscraper,0,6,Layman
591469679,bstanellIII,333,203,Expert
1058226112210190338,WHY75504061,1,1,Layman
1021816825577910272,RebeccaRod11,53,34,Layman
901246918210224133,laurenjsurratt,14,35,Layman
1162406302875885570,CChorlins,2,4,Layman
762366367534354433,marcoyoung_1,230,407,Expert
1162084030428385281,kimayratae17,13,2,Layman
2422735596,Lovestarlite_14,1,0,Layman
550017374,aparnadeora,8,5,Layman
705539763349164032,ipfconline1,150020,113409,Celebrity
848102058,AdrianJayD,125,149,Expert
750843356977229824,Ryan_zhang0629,5,6,Layman
1067919886884712449,RiethJones,17,7,Layman
1060403257833598978,ASVP_OSIRIS,3,13,Layman
1045866720424947712,AnneJiang6,106,16,Layman
1162141042340225024,zack_kalinowski,8,2,Layman
1090288451646296065,GatzKatrin,6,52,Layman
1001628052424572928,shuos_rst,109,3,Layman
1160554308112457729,NIGUOWEI1,0,0,Layman
1162123248894693377,RegalSportsMW,288,9,Layman
1161171621341749248,JLovingkx,0,1,Layman
150688186,KCMOHealthDept,5231,5313,Celebrity
32915932,ABSWashU,957,508,Expert
1162068778777305090,ElamStine,1,21,Layman
1162014378750894080,RBHSCounselor,0,12,Layman
250109184,Robert_C_Power,217,212,Expert
1161889874665967618,mosici,0,0,Layman
112052523,OpeSotonwa,1942,121,Expert
1051529778396712960,Fuadahmed_19,268,166,Expert
467569652,GSirle,6403,43,Layman
1150860805979557889,Fuaaaaaad_ahmed,136,20,Layman
1156659860395712513,ChaoPumbaa,4,2,Layman
958398680863838208,judyreports,340,84,Layman
1150796898019741696,VisionaryBA,4,2,Layman
898004563,RachelDahm1,2090,647,Expert
1161721240463314946,NicholasMormino,0,4,Layman
1135697520816984064,KarrenKnowlton,5,20,Layman
3260262854,SLU_IPE,130,259,Expert
1161675392400257025,AsiaTom1,26,28,Layman
1147147434931437573,PeregoyCharles,150,72,Layman
264316089,howdahplantae,25500,569,Expert
1094042288374861824,KhalfaniMar,349,60,Layman
345963634,mahmoudqrdahgy,22,26,Layman
718072400,EA_Puplampu,7048,379,Expert
385081737,mburakozata,416,39,Layman
926785786455797760,Clartstudio,0,4,Layman
768189324366057473,DaZheng666666,0,0,Layman
3655830134,bkelber67,21,3,Layman
1161454906378575872,WWHuang2,4,3,Layman
1366145155,Skbower,772,12,Layman
1156943049903288320,SandhuHarvin,0,4,Layman
1047295501803159553,StemTutorMx,1,115,Expert
1063812013070213121,DECAJustin,8,19,Layman
717751129979748353,JessicaCButts,112,115,Expert
905175763674173441,MarCom_Awards,839,1066,Celebrity
3054117411,ellawesson,12,67,Layman
1161291702247800832,_johnjohng_,0,4,Layman
18852661,omarhernandez,18456,580,Expert
1161256653142052864,tinacassidytlc,0,0,Layman
1161176883666419712,jarnacke2,1,0,Layman
4707517969,ceciliawacu26,0,24,Layman
2278030831,HofmeyerMelissa,1,19,Layman
943547351049822208,Lvlelvn,2,32,Layman
766331461041553408,DonPerkins16,1,7,Layman
575042113,Weidionroad,33,19,Layman
20719941,baruah,0,23,Layman
2868899541,chiemeka79,25631,274,Expert
750274531156189185,OmarSha85940266,10,24,Layman
1151901460415651841,HarshVe61926094,20,1,Layman
1105822291122900992,haris_voksic,12,3,Layman
2880024929,AntonTPiskac,213,4,Layman
1160807259515031552,KadanOhad,0,4,Layman
1159488095131262981,PTHS_Counseling,52,43,Layman
878727365819543552,keshav_udeshi,3,9,Layman
1143159611362631681,genetics_junkie,41,24,Layman
532716562,taylormoser_,6435,526,Expert
1052707068300398592,grwatkins17,37,33,Layman
924327180678594560,QueenBamela,549,63,Layman
1160217358616662016,auguatusyu,0,0,Layman
1641945427,tugejnvfrhi75,151,20,Layman
1127213945939357702,yvonne62600569,4,0,Layman
4692745760,kate71890,0,7,Layman
1124899945138376704,JuanMan06691499,141,53,Layman
375846913,AnitaHerRiv,8170,339,Expert
1139151444379078656,JohannGreyling4,9790,475,Expert
2632335299,LisaTConnor,285,179,Expert
1071635132740587526,DomnicBett,5,21,Layman
3283866204,jhk0631,62,15,Layman
908373132448342016,awesome_autumn3,37,46,Layman
3474382454,GrantYaney,37,48,Layman
1160300812196810752,NickLyn40016010,0,1,Layman
1158347617270685696,GritStreetMedia,0,0,Layman
1129885890225037313,imabotbruh,30,2,Layman
1160232149641027584,BellaHe16,0,2,Layman
941042771422408704,hsuehjun,1,4,Layman
1107398047,emmarose739,4503,177,Expert
3916895535,RacismeSocial,9908,430,Expert
1075171668,ashton_gurl23,440,98,Layman
996652383433183233,ConstanceCorne9,67888,11370,Celebrity
1060341032594882560,sophubi,18,70,Layman
3300932695,HerrinNoah,16,14,Layman
1613840995,whitbert,393,66,Layman
1060098012658061312,linyihai2,0,25,Layman
2553053010,DougUlrich2,13108,896,Expert
1159946010254139392,RoyZhu36031365,0,1,Layman
1159936093942214656,PKoulogeorge,2,26,Layman
267372565,marielacuadro,2140,684,Expert
1155768132369362945,quesadillas122,3,16,Layman
525974888,cmribakoff,659,170,Expert
2755288770,foxfamily6,1,5,Layman
2347943120,edina_ah,1711,218,Expert
37359614,HeatherNStL,709,1121,Celebrity
970722136062128129,ka_pegah,44,68,Layman
819856014715461636,anslemfelexx,6679,1320,Celebrity
1134409156830609408,EvanKaplan16,0,0,Layman
278667522,Slphillips10,1050,185,Expert
1144610415311122432,mehersingha,7,35,Layman
2445003877,CraigRiggins,209,58,Layman
484461023,CatLoverKT,0,219,Expert
1159575806387138562,BowermanNolen,2,79,Layman
441800845,yuvakarthik2,35252,1138,Celebrity
1971877830,Sabino_Zarrabal,0,85,Layman
957206495514554369,PilarGonzN,34,16,Layman
1836021182,ilkoleno,94,121,Expert
3329323684,EMDB_EMPIAR,503,2078,Celebrity
388076677,sangiarno,356,22,Layman
1157447711286632448,lamia20203,0,23,Layman
2185286573,JillSamz,0,9,Layman
845645627153399808,Katie3Feeney,131,116,Expert
30097173,rachaelnb,4900,278,Expert
722948711467253760,jjl555,2,4,Layman
1157487428246151168,NanRaghuraman,16,19,Layman
1096192176458006528,clayton_herbst,279,156,Expert
1156624825647079425,LhommedieuRae,2,13,Layman
1395368558,FrannyBoly,7,73,Layman
1159226696492621824,AtuYuguda,20,2,Layman
1007698148180004865,EsqUche,19,6,Layman
1157086097865711616,Lostfrequenncy,0,18,Layman
1732194504,engineeredhvac,157,105,Expert
1156630907760943104,brooke_fei,0,1,Layman
812389768705306624,hanginwithDrC,375,215,Expert
15517907,foxbeth,1856,311,Expert
1159136398911430658,gemtransport,7,25,Layman
1080849196494798848,saintlouisbank,0,7,Layman
165550096,MrMichaelMan27,300,56,Layman
3091888993,diaojinjin88,19,12,Layman
756000450176876544,yumakajihara,374,35,Layman
1068284617,Kfd1024,303,106,Expert
920453127735832576,chrishywei,1,1,Layman
2225269147,esomayina,1929,530,Expert
2699179050,APADiv24,125,1213,Celebrity
1152690672069152770,NenadBosnjakov3,0,71,Layman
2958312389,lovedhoba,128,426,Expert
1158842767558103040,InglettEric,0,0,Layman
964241349053763586,LMahler20,116,10,Layman
47419427,amekatharine,8,38,Layman
143705930,MahmoodSultan5,16,139,Expert
1060215653561450497,EEQAP,28,22,Layman
1129830005998063617,zonicw,0,0,Layman
246422631,stlcardsfan2011,891,20,Layman
1158529046151598082,ShaneInStLouis1,369,77,Layman
17195828,DnaEly,2,9,Layman
898890666,___deblojackson,1554,153,Expert
584673059,suzanbostick,106,6,Layman
1568871553,ClaytonGeenen,486,188,Expert
285950714,gLORIousRun,2644,113,Expert
1158456434906030081,edgyalienmax,4,27,Layman
4895982779,laurenrogge4,6,2,Layman
1148808717154103296,RootCauseSTL,24,43,Layman
1158430360499343360,egsc_wustl,9,45,Layman
237448897,nnlmmcr,1523,268,Expert
1085270282263244801,EsRaaRa19,503,39,Layman
379937541,umkreise,9,1,Layman
36986874,MikeMillerSTL,57528,8639,Celebrity
111074810,sakhan2019,2,15,Layman
876093620348047360,TannerBaird6,69,95,Layman
1158209322540765184,Michael88270818,2,0,Layman
3386696362,AmcepedaE,3,37,Layman
1120014962989195268,mar_dabbah,1,8,Layman
92962921,boothjrjr,119,130,Expert
1158150916173914114,tusomee1,18,5,Layman
1158142889345593345,PinkeNicole,3,138,Expert
25524285,RNHDC,24,78,Layman
532800917,andreakgraham,4,72,Layman
1068302847228477446,AkachiPhillips,4,9,Layman
130137556,matteopollaroli,1016,86,Layman
999670416665800704,PaulBGDX,0,8,Layman
250838635,alqahtani_js,1038,210,Expert
1157825160667262976,atkirtland,2,2,Layman
1059191089662492672,VagnozziRJ,146,163,Expert
1157802108529369089,MaggieA00005322,1,3,Layman
3195785995,domolica,1443,282,Expert
863787257571852288,ZhuoyueGao,2,2,Layman
16906214,grantneeley,328,207,Expert
1024745690994499585,aimee55883991,3,2,Layman
1099293801372356613,jamilac123,23,5,Layman
1146086218012200962,AnitraCRivera1,74,1,Layman
801649466,shoujidiaole,8,4,Layman
702069072725463041,mpangamm,25,41,Layman
899995574,MarySalihWex,3129,215,Expert
1035353341986058240,Joe06275925,1,32,Layman
3822342616,BenedictKonso,6570,544,Expert
2889244476,maddiensass,112,219,Expert
3882392656,Lew_Lab,2,86,Layman
899419134563414017,CoraVulin,15,12,Layman
22949444,drexelpubhealth,4238,5798,Celebrity
1037437193416044548,francescofonta3,4,15,Layman
1022579076182159360,MichaelMAdamMD,5,48,Layman
4459902093,EMoracci,99,27,Layman
1043242657328386049,IsmaeleCaramel1,1418,39,Layman
1157174023933046784,DonnetteLarki13,8,1,Layman
1003268923981262848,RuzzanteMatteo,248,71,Layman
1101901537746526211,mdmaddalon,0,35,Layman
246116494,adriennecgarr,5167,260,Expert
798651561815719940,jaffe55,15,53,Layman
1157021696714596353,GWardeberg,11,34,Layman
19252684,andreharris89,28602,1670,Celebrity
132055367,jasonyew00,0,0,Layman
3383484551,Jenjraymond,524,106,Expert
247459999,CambioCenter,1125,260,Expert
1150340147147231232,RatulRana9,0,57,Layman
783064350068092928,TeaffNickle,132,287,Expert
901069379395342336,grw_sr,125,21,Layman
1709394620,SoSpecialDesign,28,14,Layman
1156285982158860288,TylerQuigley10,0,2,Layman
1041703227098451968,jtmoore73,3,22,Layman
38783757,kennetheversole,460,66,Layman
1028474767165161472,KalEl78181496,15,12,Layman
920408725411811328,WCBballWolves,353,307,Expert
2281389638,CSuttonCooper1,2,2,Layman
19565473,TaliaRubnitz,213,212,Expert
62908533,UBSSW,28980,6294,Celebrity
70870615,fahminajjar,4253,322,Expert
924985920016838656,BestHometown,258,52,Layman
2892378801,StandardsMich,8570,659,Expert
1018490802522247169,HJaconis,1,0,Layman
73402961,angelseti,132975,1906,Celebrity
1156301943691759616,DiaoulaHaman,1,1,Layman
894231605429927937,TingHeC,0,4,Layman
29445025,slcs48n1,7950,4274,Celebrity
1156376452088107008,Abdel89680785,0,2,Layman
187771131,plusj1918,124,746,Expert
23724402,728pat,229,22,Layman
1153374622601097222,thier_jane,32,77,Layman
2402635620,jason11welker,3,1,Layman
384346574,rxa159,1173,112,Expert
1036385117365653504,RyckmanCamille,7,4,Layman
1155285040902955010,ts_ericson,31,5,Layman
599277641,BasqueWater,10959,2160,Celebrity
27375385,ThePractice_LA,1920,2404,Celebrity
1116367377677971456,GarageTutor,2,11,Layman
824634143937933313,HenryLiie,1,1,Layman
192323733,kb_nyc,0,0,Layman
755845654165938176,jchenkelly,5,27,Layman
1147333173199740928,ChvatalMary,16,18,Layman
4686653906,Rich24_777,109,77,Layman
1152244086763589634,PatrickFSulliv1,10,2,Layman
1155935833335259136,locke_marissa,0,8,Layman
1098521539350274049,epicenoepiceno4,2668,125,Expert
3685089081,joeryan411,39,33,Layman
319944527,m_hill92,3439,212,Expert
1074772837142007814,NU_MedEd,121,304,Expert
961394787084627969,DrLJD_Author,579,297,Expert
1371134310,MattPrunckle,1856,427,Expert
1056413263137665024,aliyakh86391775,2913,19,Layman
1155809276604092416,EssaysNext,1,2,Layman
340691248,maddik93,14544,874,Expert
1155614091865669632,ZHIYE9,0,0,Layman
131624968,vedder1106,26,259,Expert
1144092248445018113,LuisPAPU19,4928,71,Layman
842762763319611393,jtf__86,11,23,Layman
1155547189357293568,JaneSun21333424,0,0,Layman
225675824,kvvnland,1,83,Layman
953824192566308864,sasevans23,0,4,Layman
1114725110731005954,migiall,0,0,Layman
2875672527,allie__fitz,24,88,Layman
2277949424,estebanvarelamd,1464,889,Expert
193567469,vrice_kcmo,1354,121,Expert
1131930145114263552,Tieasha14,2,29,Layman
346046780,jlchosy,0,1,Layman
3257892097,MichelleDivine5,0,6,Layman
843641729127538688,shbricker,367,68,Layman
2178652935,aaperrone,16,7,Layman
1055062451702525952,Ahmadfa78728117,79,1,Layman
1155013462554116096,TK00873890,6,3,Layman
19731075,markamimura,2268,586,Expert
715727460688535553,kelseynic07,2325,186,Expert
980931475,beingtitan,995,154,Expert
11670272,BrianFishmanDO,9017,1985,Celebrity
2797001266,marcio_chem,36,145,Expert
3231998425,SurvivalMchine,341,104,Expert
1154792988331012102,AlecBeeve,4,5,Layman
20774381,Y98Lance,45787,7156,Celebrity
421583882,KThaemert,861,244,Expert
979876917326307329,JohnPaulJanik1,60,39,Layman
2882271823,peaksportspine,86,144,Expert
1154152522824605696,richard42877112,16,1,Layman
4832919081,joan_herlihy,9,2,Layman
846088757271035908,Chris_Lisgaras,306,562,Expert
996113627211067393,Transit788,159,91,Layman
768994644847828992,murray7100,155,50,Layman
1154509133888012289,rmishra_Stl,4,1,Layman
105556785,josue_ma_,3511,247,Expert
1154474728238854144,OlumideA100,104,6,Layman
707815984795656193,Batidie6,1393,115,Expert
1147168321986605056,Solomon96844838,0,0,Layman
963079827572998144,internetplans,510,156,Expert
97692037,GreyBryanDesign,517,76,Layman
895039514024058880,ray_chazelle,94,24,Layman
1064172571392962566,JasminSponagel,27,38,Layman
739509170,stephrstephr,411,235,Expert
1154221334932541440,QualityPolitics,2,3,Layman
489640800,D_E_E_P_A_K___,1,15,Layman
3268274329,QuinnYoung4,1,8,Layman
2615805847,stlpeacecorps,196,196,Expert
229656018,klobell,3232,138,Expert
1262013426,flavaroyale,167,80,Layman
1153676327607832576,SofiaMFred,2,46,Layman
1068546409002147842,RenalRhapsody,13,153,Expert
1154072591600164866,STL48778216,0,0,Layman
473611469,Pheiura,789,377,Expert
1154035345152827393,mireiapellicer5,0,32,Layman
813736065966206976,abcbanden,407,68,Layman
176390302,sedengineer,12300,511,Expert
1153868672827645957,Joshua88187186,0,0,Layman
910631011565936646,500wsSTL,891,403,Expert
1027320029333934080,MWSTS1,50,43,Layman
819731112004096000,KariHoggard,4,4,Layman
1613752531,j_steirn,16,7,Layman
86307741,EthelBS,113,126,Expert
1147167840954474497,feebeeleee,123,49,Layman
70705012,HMSPallCare,1820,4728,Celebrity
1141160856744370176,BrickingMaliah,2,2,Layman
1149259524534087681,Adedipe1992,104,13,Layman
2524520104,boddah321,6,143,Expert
1029359258134032387,havengabielle,0,0,Layman
1019714145262989313,Ayanman180,4,10,Layman
1134985463587119105,Olumide1992,103,13,Layman
474002851,SudiBjornstad,50,39,Layman
1026851252402118661,BudgePhilip,3,26,Layman
2838218480,NoahRandall90,47,16,Layman
1150775026481655809,THARUNR39573417,0,7,Layman
844719639221407744,jamesistrawick,10,11,Layman
2840784853,luke_markinson,1118,69,Layman
76661809,JTNoetzel,105,167,Expert
1153421935423787008,DrMarcal,16,42,Layman
1034088144902078469,vanjohnsonn,29,12,Layman
324991735,jjy624,4,1,Layman
331606094,wiedermc,4,46,Layman
2968036618,coker_kristin,86,28,Layman
4826884055,YaowuWang,9,3,Layman
1153328022021464067,sarahlizzwilson,22,26,Layman
2469657115,CarlKirts,114,133,Expert
34731608,jermeshaj,1354,28,Layman
1150125043504091136,meister_bird,5345,601,Expert
2493909583,T27932,89,32,Layman
859482070837493760,kyiv_vladimir,8,43,Layman
544860267,Mr_BuenosDiaz,54,192,Expert
823898834816421888,stlatheists,8226,10584,Celebrity
1153046319893757952,Courtne14364347,6,8,Layman
1146230270422441985,smplds,0,0,Layman
348637269,rogerpilc,281,897,Expert
1088010903780499456,HollySi72172496,1,1,Layman
709159437265580033,anettles330,0,3,Layman
1151902443489263617,Zeng_Jiahe,0,0,Layman
23538095,upchange,127,8,Layman
898232581786750976,stlbbqsociety,773,431,Expert
1148151827302629376,ThomureOlivia,2,1,Layman
36419907,spotterksdk,129,611,Expert
1152792707141722112,BrestoffLab,0,3,Layman
287417906,MBAchicblog,3740,557,Expert
3527489896,gayathri25788,4,23,Layman
120881369,martingandur,3107,358,Expert
781641390446960640,YoungFriendsSTL,175,17,Layman
244219845,t_khattab,687,265,Expert
1152445569115275265,cee_maggie,141,12,Layman
636197494,mindyhorwitz,4,15,Layman
991412657839394817,LadyTigerCougar,13,193,Expert
1119983358459744256,aaronmatthew762,3,186,Expert
901108441,birajmk,11,46,Layman
1033955458116202497,PoeskieA,660,140,Expert
859925188233895937,BrooksKricket,0,0,Layman
14850109,alixsharkey,17840,1988,Celebrity
1152293620185292800,jackievc09,2,5,Layman
404177947,Holar_Yhemmie,4766,548,Expert
1147996506278027269,ANNJONE13251305,384,4,Layman
701270007284686848,avery_patsfan,22187,167,Expert
818197330436456448,mkrhawes,4,7,Layman
835355233417056256,chameleon1105,1,0,Layman
1151520266045906945,CounselorLadyMJ,24,11,Layman
431894009,JacekGorka,120,27,Layman
983448424535248896,CollegeVizzy,62,105,Expert
1152004545066807296,JoeEspinal3,0,4,Layman
3313570862,RegularOctagon,37,37,Layman
816995922815094784,syd4631,6310,146,Expert
2443828560,calebridgwater,4518,306,Expert
599250068,s_ayeshaali,117,18,Layman
728277963318435841,Professor_Tong,2669,1322,Celebrity
1151837210187976709,ER69277202,0,0,Layman
968896510963437570,ABABPAK1,268,110,Expert
732236071,fallatahsafaa,353,133,Expert
74999448,najati01,1037,157,Expert
26033474,chouwaiking,12,12,Layman
1123731407522627584,ellad_bball,181,173,Expert
202454313,royast24,4706,756,Expert
1151624804992077824,mikemul02043016,0,0,Layman
338391226,rylanxo,20468,563,Expert
2867804347,govindswaroopd,1882,209,Expert
326473427,Lisa_A_P,658,92,Layman
948632560023851008,EllieHayesMO,138,87,Layman
199809099,neuroccino,2745,1267,Celebrity
29233153,AlyG3,3227,603,Expert
1148228809612656641,XuehuaiH,3,1,Layman
2166766376,JSantel89,1233,188,Expert
919588789827203072,simonbchen,4478,1710,Celebrity
1022272730358575105,Leahcouteranis,4,14,Layman
948982742439645184,SoftballSpiders,1080,87,Layman
1124689406324092928,TextilesPak,12,8,Layman
1085258814188908545,SolisVerus,49,5,Layman
1151129301963530241,NacciaAvgTchr,4,10,Layman
850698187522400256,crazymadden2121,58,25,Layman
1633909093,D2Murphy16,1,21,Layman
728739106717609984,thutch255,507,95,Layman
879381340340322306,EmilyMTulloch,6,19,Layman
93278231,graetztj,0,7,Layman
3295171198,vilapalet,749,145,Expert
1150879698349674496,aj_wright19,13,40,Layman
1055610168401190913,CanHayes99,324,78,Layman
1150942841444675585,Rui94661262,0,0,Layman
1136576539196309504,BiotechHealthMC,25,10,Layman
1130851134887866368,haydenhorn21,13,58,Layman
1150865134451089408,ChristianTRoge1,2,2,Layman
1149836475057524737,ClaireGarpestad,4,21,Layman
1150854673919873024,WustlT,2,2,Layman
2722583187,AliciaDanielsU,1061,706,Expert
823478127162638336,rajneesh_anand5,60,11,Layman
1080399447455084546,UniversityWsge,36,10,Layman
400140709,RibhiHamdouna,3243,81,Layman
259123576,KBuesteton,148,114,Expert
801181869362597892,zhorve,130,114,Expert
4166670400,gmatteoli1978,647,723,Expert
3270387756,IanWrobel,502,126,Expert
2409650383,coolschooltoday,7185,690,Expert
1130980775816499201,sassyscientist2,0,3,Layman
954427022595407872,DominiqueRichi4,479,348,Expert
1034632441162604544,lgregory042,60,3,Layman
1145628154784038914,RichardStivensm,395,66,Layman
739506959783755776,TLSM_1115,7,10,Layman
1635721884,De_Mi_Mitchell,32,73,Layman
21581066,Faisal_Wichita,145,355,Expert
158067143,CofactorGenomic,529,768,Expert
901144994609864704,Ting2li,44,203,Expert
1149930874827243520,GhoshSoumyendu,4,2,Layman
51152638,kgillmann,437,30,Layman
1133408811153338369,VoiceHeroAI,65,151,Expert
1091951516,thenamesakshat,2,11,Layman
14456644,mediationmatter,144,132,Expert
2991187793,lexihobelman,111,43,Layman
1149716633960628225,sairamg21997604,0,3,Layman
1147186537672654853,ofsadvocacy,27,22,Layman
2735760395,claire_stiles,692,57,Layman
2875625832,Mahwish_Syed90,1,13,Layman
1149670364345245697,su_senate,0,2,Layman
1149668875002359808,Jun65314903,0,0,Layman
1147885390646263813,zebakha40976432,848,12,Layman
996201343563042816,JamesGarzaSACS,25,22,Layman
1069336274773790720,Jacky35844855,5,8,Layman
1126601048280506377,WhatsMy70499077,12,7,Layman
528067142,Stlhrrr,6200,317,Expert
1148934304984158208,NASPOG1,23,62,Layman
1080847089637171202,BlackMenInSW,248,305,Expert
417999415,EmilyWoodbury,2265,958,Expert
1133955067957170176,CarlosLaraGonz4,41,12,Layman
1149347121159475202,Daniel_R_Towers,0,0,Layman
1149333590410350597,E65P6BBJS5EWrA5,3,2,Layman
1149017589538000896,SPARTANPM25,15,18,Layman
885941895687548929,Kevin_R_Rose,3,28,Layman
883665108706222081,lizingleson,221,269,Expert
4576340454,meigie_beuty,4,6,Layman
953042651867172865,athiravasu,0,0,Layman
2868058620,cjmagruder1,3432,289,Expert
3897377359,owenscott2002,22,11,Layman
1149080272811544576,mgandari6,89,62,Layman
768281452047982593,Siegel_60,54,158,Expert
2458991569,JillYoungMiller,31,16,Layman
1148092572893622272,NoelShabu,0,0,Layman
1578260832,misskatielane,950,179,Expert
186492395,brettadler,6239,994,Expert
2387026788,ufoundmerrie,65,8,Layman
1148271775320543233,danielledpt_,16,37,Layman
930216137769607169,shubhi1023,1845,61,Layman
1087921073541267456,zainClapacs,3,1,Layman
530962215,KMEarl,217,60,Layman
1122333510344294401,scianuei,0,3,Layman
3259165069,SciMilo,381,435,Expert
1475926567,MarilynBushBofA,14,73,Layman
265679286,bbrd3rd,0,3,Layman
231912972,carywoo,282,349,Expert
131704670,kyawzinthein86,13,95,Layman
787305076599590912,StrathmanTricia,1,25,Layman
903994010729046016,JoelKaul6,0,0,Layman
804698261961457664,TrialAssure,578,207,Expert
1148569508946284544,Lucca55815364,0,0,Layman
1129554905386164224,terryliverar,364,135,Expert
1148534430895505408,Ivan24590917,6,1,Layman
1134215036426227715,llvn88,0,13,Layman
64052134,ezratemko,415,224,Expert
4865298536,JoshSlavin,46,211,Expert
351107723,carrielburk,25,42,Layman
3319251823,Karl37bunge,20,16,Layman
1052791498771714048,TinaPuckett18,32,6,Layman
767234690910527488,RiyaBhuta,101,103,Expert
1129546815941021706,AnthonyHouseJr8,169,0,Layman
1130619587505086465,adam_cohan,0,5,Layman
545520501,MsDevencenzi,2313,810,Expert
2232564421,RJLAyalaWilt,188860,6166,Celebrity
3138231717,_Demerits,1375,186,Expert
305316161,MiaLynnHoward,970,531,Expert
4342350028,nick_heff_20,702,312,Expert
1055575917857304576,PeteGDunne,3492,462,Expert
1146506710921687042,GTravisTabor,3,15,Layman
